3,2,2,2,3,2,3,2,3,2,1,3,3,3,1,2,3,2,2,2,2,3,3,1,3,3,3,3,3,2,1,2,1,1,2,3,1,2,1,1,3,2,3,2,3,2,3,3,2,2,3,3,2,1,1,1,2,1,2,2,3,2,3,1,1,2,3,1,1,3,1,1,3,3,2,2,3,3,2,2,2,1,2,2,1,3,3,1,3,2,2,1,1,3,2,3,2,1,2,2
1,3,3,2,1,1,3,2,1,3,2,2,3,3,2,3,3,3,3,2,1,3,2,1,1,3,1,1,1,2,2,3,3,3,2,3,2,2,1,2,3,2,3,1,1,1,2,1,3,2,2,3,2,2,3,3,1,1,2,1,3,2,2,2,1,3,3,2,2,3,3,1,2,2,3,1,3,1,3,1,1,2,3,1,1,2,2,3,3,3,1,3,1,3,3,1,3,2,3,3
3,3,3,1,1,1,3,1,3,3,2,2,2,1,1,3,3,1,3,3,1,2,1,3,1,1,1,2,3,3,2,3,3,1,1,2,2,2,2,1,3,2,3,2,1,2,1,3,2,3,3,3,2,1,1,3,3,3,3,1,1,3,2,1,2,3,2,3,1,2,1,1,2,2,3,2,2,1,2,1,3,2,3,3,3,1,3,2,1,3,3,2,2,3,3,3,1,1,2,1
2,2,1,2,1,3,1,2,2,1,2,1,2,3,3,1,3,2,2,2,3,1,3,3,3,1,1,1,1,1,3,3,3,3,2,3,2,3,1,2,3,3,3,2,3,3,3,1,2,3,1,3,3,2,2,1,2,2,2,2,1,1,2,3,3,3,3,1,3,2,1,3,1,3,2,2,2,1,3,1,3,3,3,1,1,3,3,3,2,1,1,2,2,1,3,1,1,3,3,3
3,3,3,1,3,1,1,3,2,3,3,2,3,3,2,1,1,1,1,1,3,3,2,2,1,3,1,1,2,3,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,3,3,2,2,1,1,1,2,3,2,3,1,1,1,1,1,1,1,2,2,3,3,3,2,3,1,3,2,2,2,3,1,1,2,3,2,3,2,3,2,1,2,1,2,1,3,3,3,1,2,1,3,2,3
3,1,1,2,2,2,3,1,1,1,2,3,2,2,1,2,2,3,3,3,1,1,2,3,3,3,2,2,3,3,3,1,3,1,2,1,3,1,2,1,1,1,2,1,2,3,2,2,1,2,2,3,1,1,3,1,1,3,1,3,2,3,1,1,1,2,3,1,3,1,2,3,3,1,2,2,3,1,3,2,3,1,1,3,1,2,3,1,3,1,2,1,1,3,2,3,2,3,1,1
2,3,2,2,2,3,1,1,1,3,2,2,1,1,2,1,2,1,1,3,2,2,1,2,3,3,2,1,2,2,2,2,1,1,1,2,2,1,1,2,3,1,3,1,2,2,1,1,2,1,1,3,1,3,2,2,2,3,3,2,1,2,1,1,3,1,2,1,3,1,3,1,2,2,3,1,1,2,1,2,3,3,1,2,2,2,2,3,2,3,2,1,3,1,1,3,2,3,3,1
2,3,1,3,2,2,3,1,1,1,2,1,2,1,3,1,3,3,2,3,2,2,2,3,3,1,2,1,3,1,2,2,1,2,3,3,3,1,1,1,2,3,2,2,2,3,3,2,3,2,2,3,3,3,1,2,1,2,1,2,2,2,2,3,1,1,2,1,2,2,2,1,2,1,3,2,3,3,2,3,1,1,2,1,1,3,2,1,1,1,3,2,3,2,1,2,2,1,1,2
3,1,1,1,1,2,3,3,2,2,3,3,3,3,1,2,3,3,2,1,1,3,3,3,1,2,2,2,1,1,3,3,2,2,3,2,1,2,3,3,3,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,3,2,3,1,3,1,3,3,3,1,3,3,1,2,1,1,1,2,2,3,2,1,2,3,1,1,1,3,3,2,2,3,2,2,2,2,1,2,1,3,1
3,1,1,2,1,1,3,1,1,3,1,2,2,1,3,2,2,3,3,2,3,2,3,1,2,1,1,1,1,1,1,1,3,2,3,3,1,2,2,1,2,2,3,2,1,3,3,1,2,3,2,3,2,3,1,2,3,2,3,3,2,1,3,1,2,1,3,1,2,2,1,1,2,2,3,2,3,3,1,3,3,3,1,1,1,3,1,3,2,3,2,3,1,3,3,3,2,2,1,1
1,2,1,1,1,1,3,3,1,1,2,1,1,3,3,2,2,2,3,2,1,3,1,3,3,1,3,3,3,2,1,2,1,2,3,3,1,3,2,3,1,2,2,2,3,2,2,3,2,2,1,2,1,1,1,3,3,1,2,3,1,3,3,2,1,1,2,1,3,3,3,1,2,2,2,1,2,3,1,1,3,1,2,1,1,2,3,2,3,1,2,1,3,1,3,3,3,1,3,3
3,2,2,2,3,1,1,2,1,2,2,3,3,3,2,3,3,3,2,1,2,2,3,3,3,3,2,2,1,2,1,1,3,1,2,3,2,1,1,3,1,3,3,1,2,1,3,3,3,2,2,3,1,1,1,1,3,1,1,3,3,3,3,1,2,3,3,3,2,2,3,2,3,2,1,2,1,1,3,1,1,1,1,3,3,3,3,1,1,2,1,1,1,2,2,2,3,2,1,3
3,2,2,2,2,1,3,2,3,3,3,2,2,3,3,3,3,3,2,2,1,2,1,1,1,3,2,1,3,3,3,2,2,1,3,2,1,3,2,2,1,2,2,1,2,1,2,2,2,2,2,3,1,3,1,2,2,3,1,2,1,1,2,1,1,2,1,2,3,3,2,2,2,2,3,3,3,1,2,1,3,1,1,1,3,2,2,2,1,2,1,2,1,2,2,2,3,2,3,1
2,1,1,1,3,3,1,2,3,2,1,2,1,1,1,3,2,3,1,2,3,2,3,2,3,2,3,3,2,2,2,1,3,2,1,3,2,3,2,3,2,3,2,3,1,1,3,1,1,2,1,2,3,2,3,3,1,1,3,3,2,1,3,3,3,1,3,1,2,2,1,2,2,2,3,1,3,1,3,1,1,3,2,3,2,1,2,3,3,1,3,2,1,2,3,2,1,2,1,3
2,3,1,1,3,1,1,2,1,2,2,3,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,3,3,1,1,1,1,2,1,1,3,1,1,1,1,3,3,3,1,1,3,2,2,3,1,2,3,1,2,2,2,2,2,1,3,3,3,1,2,2,3,1,3,1,2,3,2,1,2,3,1,2,2,2,3,3,1,3,1,2,3,2,3,1,1,1,3,1,3,3,3,2,2,1
3,1,1,2,1,1,2,1,2,3,3,2,1,3,3,1,1,2,2,1,3,3,2,3,2,3,1,3,1,3,1,1,2,2,1,2,1,3,1,3,3,1,3,3,1,2,1,1,3,1,3,1,1,2,1,3,1,3,1,3,1,1,3,1,1,1,1,3,1,2,3,3,1,1,1,2,2,2,2,1,3,2,1,3,1,1,2,3,1,1,2,3,1,3,1,2,1,1,3,2
2,1,2,1,2,3,1,2,1,1,3,2,2,2,2,2,3,1,1,3,3,3,3,1,3,1,3,2,2,2,2,3,3,2,1,3,2,2,3,2,1,2,2,3,3,1,1,1,1,2,1,2,3,3,1,2,1,3,3,2,1,3,1,3,1,1,1,3,2,1,1,3,2,3,2,1,2,1,2,3,3,2,1,2,3,1,2,1,3,1,3,3,1,3,3,3,1,3,3,2
1,2,2,2,1,2,2,2,3,2,2,1,1,2,1,3,1,1,1,3,1,2,2,1,3,3,3,1,2,3,1,2,1,1,3,1,3,1,3,1,3,3,1,2,1,3,2,1,2,1,3,1,2,2,3,3,3,1,2,1,2,3,2,1,2,2,1,1,2,3,3,1,2,1,3,1,1,1,2,1,2,1,2,2,3,2,1,1,3,2,2,2,3,2,1,1,3,1,2,1
1,2,2,3,3,3,3,2,3,1,1,2,1,1,3,3,3,1,3,2,3,3,2,1,2,2,3,3,2,2,2,3,3,3,1,2,3,3,2,2,2,3,3,2,3,1,1,1,3,1,1,3,1,2,1,1,1,3,3,1,1,2,2,3,1,1,2,1,3,2,3,3,1,3,2,3,2,2,1,1,2,1,3,3,2,1,2,2,1,3,2,3,2,2,2,2,3,1,1,2
3,3,3,1,1,2,3,1,3,1,3,2,1,2,3,2,3,1,2,3,2,3,1,2,3,2,3,1,1,1,2,1,1,1,3,3,1,2,1,2,1,1,1,1,3,2,2,1,3,3,1,1,1,3,2,3,1,3,2,2,2,1,3,2,2,1,1,3,1,2,3,2,1,3,2,2,1,1,3,3,1,1,3,1,3,3,2,1,1,1,1,2,2,1,3,1,1,2,3,3
2,1,2,3,2,3,2,2,3,3,1,1,2,1,3,2,2,1,2,1,2,3,2,3,3,2,3,1,2,3,3,1,2,1,3,3,3,10,10,10,13,16,16,16,16,16,16,12,11,11,11,1,1,2,2,1,2,1,3,1,3,2,1,3,3,2,3,2,3,1,1,3,2,1,1,3,1,1,2,2,2,1,1,3,2,3,2,3,1,2,3,3,3,2,3,1,2,1,3,1
3,2,2,2,1,2,2,2,3,1,3,2,2,2,2,3,3,2,1,3,2,1,3,2,1,1,2,3,3,1,3,1,3,1,2,3,3,10,10,10,13,16,16,16,16,16,16,12,11,11,11,3,3,1,2,3,2,1,2,3,1,3,2,2,2,2,3,3,1,3,1,2,3,2,1,3,3,3,1,3,2,1,1,3,1,3,2,1,3,2,3,2,1,3,3,1,1,3,1,1
2,3,2,2,3,3,3,3,3,2,1,1,1,1,2,2,1,3,2,1,2,3,2,1,3,1,3,1,1,3,3,2,2,1,1,1,1,10,10,10,13,16,16,16,16,16,16,12,11,11,11,2,1,3,3,3,2,3,3,3,2,3,3,1,3,3,2,3,1,3,3,2,1,2,1,3,1,3,1,3,3,3,1,1,1,1,2,2,3,1,2,3,3,1,2,2,1,3,3,1
2,1,3,1,2,2,2,1,1,1,1,1,2,1,3,1,3,3,2,2,3,2,3,3,2,3,3,2,2,3,3,3,3,1,1,2,2,10,10,10,13,16,16,16,16,16,16,12,11,11,11,3,2,2,2,1,1,2,2,3,3,1,1,3,1,2,2,3,1,2,2,3,2,1,3,3,2,3,1,3,2,2,3,3,3,2,1,2,1,2,3,3,1,2,2,3,2,1,2,1
3,1,2,2,2,1,1,1,3,3,1,2,1,3,1,3,3,1,2,3,2,1,2,2,1,2,1,1,1,2,3,3,3,1,3,2,2,10,10,10,13,16,16,16,16,16,16,12,11,11,11,2,3,2,1,1,3,2,3,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,1,3,2,3,3,2,3,3,1,1,2,1,3,3,2,2,3,3,1
2,3,2,1,2,3,1,1,1,2,2,3,1,2,1,3,3,1,2,1,2,1,3,3,3,3,1,2,1,1,1,3,2,3,3,1,2,10,10,10,13,16,16,16,16,16,16,12,11,11,11,6,6,6,6,6,6,6,6,6,6,6,3,1,1,3,3,1,3,2,3,1,1,1,1,3,6,2,3,3,2,3,1,1,3,3,1,1,2,1,2,3,2,2,2,2,2,2,1,1
3,3,2,3,3,3,3,1,3,3,1,3,2,2,3,3,2,2,3,3,1,2,3,2,1,1,1,2,1,3,1,2,2,3,6,6,6,10,10,10,13,16,16,16,16,16,16,12,11,11,11,2,3,3,2,1,2,3,3,2,1,3,1,2,2,1,2,1,1,3,1,2,2,1,2,2,6,1,3,1,2,2,3,3,3,1,1,2,3,1,2,1,2,2,2,1,2,2,3,2
3,1,3,3,1,2,2,1,2,2,1,1,3,2,1,3,2,3,1,1,1,2,2,3,1,1,2,3,1,2,3,1,6,6,6,2,2,10,10,10,13,16,16,16,16,16,16,12,11,11,11,1,3,1,1,2,1,1,3,3,1,1,1,2,1,2,1,1,3,2,3,1,3,3,3,2,6,2,1,3,3,3,3,1,2,3,2,3,2,3,1,2,2,2,1,1,3,2,3,3
2,2,2,1,1,1,3,3,3,3,2,2,3,3,2,3,2,3,2,1,1,1,1,2,1,3,3,3,3,1,2,6,6,2,2,1,1,10,10,10,13,16,16,16,16,16,16,12,11,11,11,2,3,2,3,3,1,2,2,1,1,3,2,3,2,1,1,1,3,1,2,1,3,1,1,3,6,2,3,1,2,2,2,3,3,1,3,2,1,2,2,3,2,3,1,3,3,2,1,1
1,1,2,2,3,1,1,2,1,3,3,1,1,1,1,2,3,1,1,3,1,3,2,1,3,3,3,1,2,1,6,6,2,1,1,1,1,10,10,10,13,16,16,16,16,16,16,12,11,11,11,3,3,1,1,3,2,2,1,2,2,3,1,2,1,1,2,2,1,1,1,2,3,2,2,1,6,3,2,3,1,3,2,2,3,1,2,2,3,2,3,2,1,2,2,2,1,2,3,3
1,2,1,3,2,1,3,2,3,2,2,3,1,2,3,3,2,2,2,1,1,3,2,2,1,1,2,3,2,6,6,1,3,3,1,3,1,10,10,10,13,16,16,16,16,16,16,12,11,11,11,1,3,1,1,2,3,1,1,3,3,2,2,2,3,1,1,2,3,2,3,3,2,2,2,3,6,2,1,3,2,3,1,1,1,1,1,3,3,1,3,1,3,1,2,2,2,1,3,1
2,3,2,3,2,1,1,1,3,3,2,2,1,1,1,3,2,3,2,1,2,2,3,2,2,1,2,2,2,6,2,2,2,2,3,2,1,10,10,10,13,16,16,16,16,16,16,12,11,11,11,3,1,2,1,3,3,1,3,1,1,3,1,3,2,3,3,1,3,3,1,1,3,3,2,3,6,1,2,3,1,3,2,1,2,3,2,2,3,3,3,1,3,2,1,1,2,3,2,1
3,1,1,3,2,1,2,3,2,2,2,2,3,1,3,1,2,2,1,1,2,1,3,1,3,3,1,2,6,3,3,3,3,1,1,2,2,10,10,10,13,16,16,16,16,16,16,12,11,11,11,1,2,2,1,1,3,1,1,2,1,1,3,2,3,2,1,3,2,1,1,3,2,2,2,1,6,1,3,1,3,2,1,2,2,3,1,2,2,2,1,1,3,2,3,1,1,2,3,3
1,3,2,3,3,3,2,1,1,2,3,2,1,2,3,2,3,1,1,3,2,3,3,1,3,2,1,3,6,1,2,3,3,1,2,2,3,14,10,10,13,16,16,16,16,16,16,12,11,11,15,2,3,3,2,2,2,1,3,3,1,3,2,2,2,2,3,3,1,2,1,3,2,3,3,1,6,3,3,3,1,1,3,1,3,2,2,1,2,2,1,2,1,2,3,3,3,2,1,3
3,1,1,1,2,1,3,3,2,1,3,1,3,2,1,2,2,1,3,2,1,3,1,2,3,2,3,1,6,3,3,1,1,3,1,1,1,3,14,10,13,16,16,16,16,16,16,12,11,15,1,3,1,2,1,3,2,2,1,1,3,3,3,3,2,1,3,2,2,2,2,1,1,2,3,2,6,3,3,1,2,2,2,3,1,1,2,3,2,2,3,2,3,2,3,2,3,2,3,3
3,3,2,2,3,1,3,2,3,3,1,3,2,2,3,2,1,3,1,2,3,1,3,1,3,3,1,2,6,2,3,3,2,2,2,1,2,1,1,14,13,16,16,16,16,16,16,12,15,3,1,3,3,1,2,2,3,3,2,3,2,3,2,1,3,3,3,3,3,1,1,3,2,1,2,2,6,3,1,1,3,1,2,2,2,1,2,2,3,1,3,1,1,3,1,3,2,3,2,1
2,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,1,2,3,3,3,3,2,3,2,3,2,3,6,3,3,2,3,3,3,1,2,3,2,2,8,7,7,7,7,7,7,9,2,1,2,2,2,2,2,3,1,3,3,2,1,3,1,3,1,3,3,3,3,2,1,3,3,3,2,2,6,2,1,1,3,3,2,1,1,1,2,2,2,3,1,3,2,3,2,1,3,2,2,2
1,2,2,1,3,2,3,1,3,2,3,1,2,1,3,1,3,2,1,3,3,1,3,2,2,3,3,3,6,2,3,1,1,3,2,3,2,1,3,1,2,3,1,1,2,2,1,2,1,1,3,1,1,1,1,1,1,1,1,3,1,3,2,3,2,2,3,3,1,1,3,3,1,1,3,2,6,1,3,1,3,2,3,3,3,2,3,2,1,2,3,1,1,3,2,1,3,2,2,1
1,2,1,2,1,3,3,3,1,2,1,2,2,2,2,1,1,1,2,2,2,1,1,3,3,1,2,2,6,2,2,1,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,3,3,1,3,2,1,2,2,2,2,2,3,3,2,6,2,2,1,2,2,2,2,3,3,2,1,3,2,3,3,3,1,1,3,2,1,2,3
2,3,2,1,2,3,2,3,1,3,3,2,3,1,2,3,2,3,2,2,3,2,2,1,1,1,3,1,6,3,2,3,2,1,3,2,1,1,1,3,3,2,1,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,1,1,1,3,1,3,1,2,2,1,1,6,3,1,3,2,1,1,2,1,2,2,1,3,2,3,2,1,3,1,1,2,3,2,2
1,3,2,2,1,1,3,2,2,3,3,2,1,1,3,2,3,1,1,3,3,1,2,3,3,1,2,2,6,1,2,1,2,3,1,1,1,2,3,1,1,3,1,1,2,2,3,2,1,2,2,1,1,2,3,1,1,2,3,2,1,2,1,1,3,3,2,3,1,1,2,3,1,2,3,3,6,2,1,2,1,3,1,2,2,2,3,3,1,1,2,3,1,2,1,1,3,3,1,2
2,3,3,1,1,1,3,1,2,2,3,1,1,1,1,3,2,2,1,3,1,3,1,1,3,3,3,2,6,3,2,3,2,1,3,1,1,1,2,3,2,6,6,6,6,6,6,6,6,6,2,3,1,2,3,3,6,6,6,6,6,1,1,1,1,3,1,2,2,2,3,1,1,2,3,2,6,3,3,1,2,1,1,1,2,1,1,3,1,3,1,3,1,2,2,2,1,2,1,3
2,1,1,1,1,1,2,1,1,2,1,2,3,3,2,3,3,3,1,1,3,3,2,1,3,1,3,2,6,2,3,2,2,2,3,1,3,1,2,3,2,6,6,5,5,6,6,5,5,6,6,2,1,2,3,3,6,5,5,5,6,6,2,1,3,1,1,3,1,2,2,1,1,1,3,1,6,1,1,1,1,1,3,1,3,1,2,3,2,2,2,3,1,3,2,3,1,3,2,3
1,3,2,3,3,3,2,2,3,2,3,3,1,2,2,2,2,1,3,3,2,1,2,1,2,2,1,2,6,2,1,3,1,1,3,1,1,2,2,3,2,6,6,4,4,4,4,5,5,5,6,1,1,2,3,2,6,4,4,6,4,6,2,1,2,3,1,3,3,1,3,2,2,2,2,6,6,3,1,2,1,3,3,2,1,1,1,1,1,3,1,3,2,1,3,1,2,3,1,2
3,2,3,2,1,3,3,2,1,1,1,3,3,3,3,3,2,3,3,1,2,3,1,3,2,3,3,3,6,2,3,3,3,2,2,1,3,1,1,3,2,6,6,5,4,4,6,5,5,6,6,3,1,1,2,3,2,6,4,4,4,6,3,1,1,2,3,1,1,3,1,3,3,2,1,6,2,1,3,3,3,1,2,1,3,1,3,3,2,3,3,1,3,2,2,1,1,3,2,3
3,1,1,3,3,3,1,3,3,2,2,2,3,2,1,2,2,1,1,2,2,2,2,2,1,3,3,3,6,1,2,1,2,1,3,1,1,2,2,3,3,2,6,6,4,6,6,5,5,5,6,3,2,1,2,3,1,6,6,5,6,6,3,1,1,1,1,1,2,2,1,1,3,1,2,6,3,1,3,3,3,1,1,3,3,3,1,3,3,3,1,2,2,3,3,1,1,1,3,2
3,3,1,2,2,3,1,3,3,2,2,3,1,1,2,3,1,3,1,2,3,2,3,1,2,3,1,2,6,3,2,1,1,3,2,3,1,1,2,1,1,3,1,6,6,6,6,6,6,6,3,2,3,1,2,3,1,1,6,6,6,6,1,3,1,1,1,1,3,2,1,1,3,3,6,2,3,3,2,2,1,3,2,1,1,1,1,3,1,1,3,2,1,1,1,2,2,3,2,2
1,1,1,2,2,3,3,2,2,1,3,3,1,1,2,1,3,1,3,3,1,1,3,3,1,2,1,3,1,6,3,1,2,1,2,2,3,1,1,3,3,3,1,3,3,3,3,3,3,2,1,2,1,3,3,1,3,1,1,6,6,1,1,2,2,3,1,1,2,2,2,2,1,1,6,2,1,3,1,1,3,1,2,3,3,1,3,1,1,2,1,1,3,2,3,2,3,3,1,2
1,1,1,2,3,1,3,1,3,1,3,2,1,1,3,3,3,1,3,1,2,3,1,1,2,3,2,1,1,6,2,3,1,3,3,1,3,2,1,1,1,3,2,1,1,2,2,2,1,2,3,3,2,2,3,3,1,1,1,1,1,1,1,1,2,1,2,3,3,3,1,1,1,6,6,3,1,2,1,3,1,1,2,1,3,3,1,2,2,3,2,2,3,3,2,1,3,2,1,1
3,3,2,2,1,2,3,2,2,2,2,2,3,2,1,1,1,2,3,1,2,2,1,3,3,2,3,2,1,6,1,2,3,3,2,2,3,2,2,2,1,1,1,3,2,2,2,2,3,2,2,3,3,1,3,2,1,1,3,1,1,3,1,2,1,2,1,1,1,2,2,3,2,6,1,1,1,3,1,2,2,2,3,1,3,3,1,3,1,3,3,2,2,3,3,1,3,3,2,3
2,3,1,3,3,2,1,3,3,1,2,3,1,2,2,3,3,2,1,2,1,2,3,2,1,2,1,3,2,6,1,3,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,3,3,2,1,1,1,1,2,2,3,3,1,2,1,3,1,1,3,3,2,6,2,3,3,2,3,3,3,1,1,3,1,2,3,3,3,3,3,2,1,2,2,3,1,1,1,1
2,3,1,1,3,1,2,1,3,2,3,3,2,1,1,2,1,3,3,1,1,2,3,1,1,3,2,1,3,6,3,2,3,1,3,3,3,1,3,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,3,1,2,2,2,2,6,6,2,3,3,2,1,2,1,3,2,1,2,1,3,3,3,1,3,1,3,3,3,3,2,3,2,1
1,2,1,2,3,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,3,2,2,2,1,3,1,1,2,6,6,1,3,3,2,3,1,1,2,1,1,3,2,2,1,1,3,3,3,1,1,2,1,2,2,3,1,2,2,3,2,1,3,2,3,3,2,1,2,1,3,3,6,2,3,2,3,2,2,2,1,3,1,2,1,3,1,2,1,3,2,1,3,1,1,2,3,2,2,3
1,2,3,1,2,1,3,3,3,1,1,1,1,2,2,3,3,3,2,1,1,2,3,1,1,1,1,3,3,1,6,3,3,3,2,2,2,1,3,2,1,3,2,2,3,3,1,1,3,1,2,1,2,1,3,2,2,2,1,3,1,2,3,2,2,2,1,3,2,3,3,6,1,2,2,1,3,2,1,2,2,3,2,2,1,1,3,2,2,3,1,3,2,2,1,3,1,3,1,2
2,2,1,1,1,3,1,1,1,1,2,2,3,1,3,1,3,1,3,2,2,3,2,3,2,3,2,1,3,2,6,6,6,2,1,2,2,3,3,1,2,1,2,1,3,3,1,1,3,2,3,2,1,1,3,3,3,3,1,3,2,2,1,2,1,2,2,3,2,2,6,6,3,3,2,1,2,2,3,1,3,3,2,3,1,2,3,2,3,3,3,1,2,3,2,2,2,2,3,2
3,2,3,3,1,1,3,1,3,1,2,3,1,2,3,3,3,3,2,1,3,3,3,2,3,2,3,3,1,3,2,1,6,6,6,2,3,1,2,3,2,1,2,1,3,3,1,1,2,3,1,1,1,1,2,1,1,2,3,3,3,1,1,3,3,1,1,1,6,6,6,3,1,1,3,3,3,2,3,3,3,2,2,3,1,3,2,2,3,3,1,3,2,3,2,3,1,2,3,1
3,2,3,1,2,2,1,2,2,3,1,3,1,3,3,2,2,2,2,1,2,2,1,3,3,2,3,1,1,3,1,1,1,2,6,6,1,1,2,3,2,3,1,1,2,1,1,3,2,3,1,1,2,3,1,1,3,1,3,3,2,1,2,2,3,3,2,6,6,6,1,1,2,3,3,1,1,1,3,3,2,2,2,3,3,3,1,3,2,2,3,1,1,3,2,2,2,2,1,3
2,1,1,3,3,3,3,3,2,1,3,1,1,1,2,2,1,2,3,3,1,1,3,2,2,3,3,1,1,3,2,2,3,1,1,6,2,2,2,2,1,1,3,3,1,2,3,1,2,3,2,1,1,2,2,1,3,1,1,3,2,2,2,1,3,2,6,6,2,2,2,1,3,1,3,3,2,1,1,2,1,2,2,2,1,2,2,1,2,2,3,1,1,2,2,3,3,1,1,1
1,2,1,2,2,3,3,1,3,2,1,1,3,3,2,2,3,1,3,1,2,3,3,1,1,2,3,2,1,1,2,3,1,1,3,3,6,6,6,3,2,3,2,3,3,2,3,3,3,1,3,2,1,3,1,1,3,3,3,3,2,1,2,1,2,6,6,2,3,2,2,2,2,2,2,1,1,3,3,1,1,2,3,1,2,1,3,2,2,3,1,3,3,1,3,2,3,3,3,1
3,1,1,1,1,3,3,2,2,2,1,1,3,1,3,3,1,3,2,1,2,2,1,1,1,2,1,3,2,1,3,2,2,1,2,1,3,2,1,6,2,2,2,2,3,3,2,2,1,1,2,1,2,2,3,1,3,3,1,3,1,3,3,6,6,6,2,1,3,1,3,2,1,2,2,2,1,1,1,2,3,2,3,1,2,2,1,2,3,3,1,2,1,1,2,2,1,3,1,1
